video,frame,timestamp,x_cm,y_cm,robot_yaw,interpolated
Camo 录像 2026-01-27 01-08-33,76,2.533333333333333,59.501198,89.94116,91.14999999999998,0.0
Camo 录像 2026-01-27 01-08-33,77,2.566666666666667,59.685745,90.75086,95.17000000000002,0.0
Camo 录像 2026-01-27 01-08-33,78,2.6,59.88402,91.56153,99.50999999999999,0.0
Camo 录像 2026-01-27 01-08-33,79,2.6333333333333333,60.116962,91.99549,103.62,0.0
Camo 录像 2026-01-27 01-08-33,80,2.6666666666666665,60.414593,92.8243,108.64999999999998,0.0
Camo 录像 2026-01-27 01-08-33,81,2.7,60.7714,93.48823,113.36000000000001,0.0
Camo 录像 2026-01-27 01-08-33,82,2.7333333333333334,61.16094,94.15321,117.17000000000002,0.0
Camo 录像 2026-01-27 01-08-33,83,2.7666666666666666,61.59586,94.67814,120.92000000000002,0.0
Camo 录像 2026-01-27 01-08-33,84,2.8,62.08726,95.26262,124.18,0.0
Camo 录像 2026-01-27 01-08-33,85,2.8333333333333335,62.575443,95.54445,127.32,0.0
Camo 录像 2026-01-27 01-08-33,86,2.8666666666666667,63.15323,96.437706,130.18,0.0
Camo 录像 2026-01-27 01-08-33,87,2.9,63.721817,96.78966,132.26999999999998,0.0
Camo 录像 2026-01-27 01-08-33,88,2.933333333333333,64.238174,96.84812,135.18,0.0
Camo 录像 2026-01-27 01-08-33,89,2.966666666666667,64.838394,97.55165,134.76,0.0
Camo 录像 2026-01-27 01-08-33,90,3.0,65.44313,98.43641,137.24,0.0
Camo 录像 2026-01-27 01-08-33,91,3.033333333333333,65.985794,98.89323,137.24,0.0
Camo 录像 2026-01-27 01-08-33,92,3.066666666666667,66.53067,99.382095,137.18,0.0
Camo 录像 2026-01-27 01-08-33,93,3.1,67.04663,99.865685,135.99,0.0
Camo 录像 2026-01-27 01-08-33,94,3.1333333333333333,67.447205,99.852875,133.99,0.0
Camo 录像 2026-01-27 01-08-33,95,3.1666666666666665,67.900085,100.312675,132.82,0.0
Camo 录像 2026-01-27 01-08-33,96,3.2,68.35251,100.89227,130.32,0.0
Camo 录像 2026-01-27 01-08-33,97,3.2333333333333334,68.788086,101.66957,130.74,0.0
Camo 录像 2026-01-27 01-08-33,98,3.2666666666666666,69.14159,102.27719,127.14999999999998,0.0
Camo 录像 2026-01-27 01-08-33,99,3.3,69.47415,103.039734,122.98000000000002,0.0
Camo 录像 2026-01-27 01-08-33,100,3.3333333333333335,69.59425,103.2929,120.48000000000002,0.0
Camo 录像 2026-01-27 01-08-33,101,3.3666666666666667,69.797134,104.07364,117.20999999999998,0.0
Camo 录像 2026-01-27 01-08-33,102,3.4,69.97467,105.037575,112.88999999999999,0.0
Camo 录像 2026-01-27 01-08-33,103,3.433333333333333,70.01689,105.89132,108.70999999999998,0.0
Camo 录像 2026-01-27 01-08-33,104,3.466666666666667,69.91475,106.50172,105.31,0.0
Camo 录像 2026-01-27 01-08-33,105,3.5,69.73341,107.02748,99.07999999999998,0.0
Camo 录像 2026-01-27 01-08-33,106,3.533333333333333,69.563995,107.92336,94.11000000000001,0.0
Camo 录像 2026-01-27 01-08-33,107,3.566666666666667,69.40341,109.12217,91.68,0.0
Camo 录像 2026-01-27 01-08-33,108,3.6,69.00227,109.4172,84.37,0.0
Camo 录像 2026-01-27 01-08-33,109,3.6333333333333333,68.783646,110.889534,82.02999999999997,0.0
Camo 录像 2026-01-27 01-08-33,110,3.6666666666666665,68.2675,110.96556,74.0,0.0
Camo 录像 2026-01-27 01-08-33,111,3.7,67.896484,112.06953,70.32,0.0
Camo 录像 2026-01-27 01-08-33,112,3.7333333333333334,67.35414,112.33881,65.98000000000002,0.0
Camo 录像 2026-01-27 01-08-33,113,3.7666666666666666,66.84328,113.09125,61.50999999999999,0.0
Camo 录像 2026-01-27 01-08-33,114,3.8,66.33394,113.91867,58.28,0.0
Camo 录像 2026-01-27 01-08-33,115,3.8333333333333335,65.70616,114.19944,55.139999999999986,0.0
Camo 录像 2026-01-27 01-08-33,116,3.8666666666666667,65.069275,114.45542,52.26999999999998,0.0
Camo 录像 2026-01-27 01-08-33,117,3.9,64.44797,114.9556,50.30000000000001,0.0
